area,precondition,action,expected_outcome,backend_call,verified_by
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=docker rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=off,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=on,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=off,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=on,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=off,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=on,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=off,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=on,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=containerd rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=off,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=on,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=off,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=on,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=off,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=on,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=off,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=on,INVALID/ignored: krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=off binfmt=off inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=off binfmt=on inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=off binfmt=on inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=on binfmt=off inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=on binfmt=off inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=9p arch=host runtime=incus rosetta=on nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: rosetta needs vz; nestedVirt needs vz (M3+); krunkit pairs with docker/model-runner,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=off inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=off inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=on inotify=off autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=off,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=off binfmt=on inotify=on autoActivate=on,VALID → persists to colima.yaml,writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=off inotify=off autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=off inotify=on autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=off autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=off,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
Configuration/VMConfigCombo,vmType=krunkit,apply vmType=krunkit cpuType=host mountType=sshfs arch=aarch64 runtime=docker rosetta=off nestedVirt=on binfmt=on inotify=on autoActivate=on,INVALID/ignored: nestedVirt needs vz (M3+),writeConfig,NativePerformanceConfigUITests
